Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
bringing-the-rain-to-kapiti-plain-a-nandi-tale-9780140546163,Bringing the rain to Kapiti Plain: a Nandi tale,"<p>Cecilia Bard Multicultural Library for Peace</p>
<table><tr><td><strong>Author(s)</strong></td><td>Verna Aardema, illustrated by Beatriz Vidal</td></tr><tr><td><strong>Publisher</strong></td><td>Puffin Books</td></tr><tr><td><strong>Published</strong></td><td>1983</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780140546163</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780140546163' target='_blank'>Open Library</a></td></tr></table>",Puffin Books,Media > Books,Books,"English, Paper Back, Verna Aardema, illustrated by Beatriz Vidal, Droughts, Fiction, Juvenile fiction, Oversize books, Specimens, Stories in rhyme, Children: Grades 2-3, 1000blackgirlbooks, Children's fiction, Rain and rainfall, fiction",TRUE,Title,Default Title,9780140546163,shopify,1,deny,manual,499,,TRUE,FALSE,9780140546163,https://covers.openlibrary.org/b/isbn/9780140546163-L.jpg,1,Bringing the rain to Kapiti Plain: a Nandi tale,active
seven-ages-of-paris-9781400034468,Seven Ages of Paris,"<table><tr><td><strong>Author(s)</strong></td><td>Alistair Horne</td></tr><tr><td><strong>Publisher</strong></td><td>Vintage</td></tr><tr><td><strong>Published</strong></td><td>April 13, 2004</td></tr><tr><td><strong>Pages</strong></td><td>496</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781400034468</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781400034468' target='_blank'>Open Library</a></td></tr></table>",Vintage,Media > Books,Books,"English, Paper Back, Alistair Horne, History, Paris (France) -- History, Paris (France), Histoire, Paris (france), history",TRUE,Title,Default Title,9781400034468,shopify,1,deny,manual,2050,,TRUE,FALSE,9781400034468,https://covers.openlibrary.org/b/id/745023-L.jpg,1,Seven Ages of Paris,active
zealot-9789352641444,ZEALOT,<table><tr><td><strong>Author(s)</strong></td><td>Reza Aslan</td></tr><tr><td><strong>Publisher</strong></td><td>Element</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Na</td></tr><tr><td><strong>ISBN</strong></td><td>9789352641444</td></tr></table>,Element,Media > Books,Books,"Na, Paper Back, Reza Aslan",TRUE,Title,Default Title,9789352641444,shopify,1,deny,manual,599,,TRUE,FALSE,9789352641444,https://covers.openlibrary.org/b/isbn/9789352641444-L.jpg,1,ZEALOT,active
idol-dreams-9781421582573,Idol dreams,"<p>Reads from right to left.Translated from the Japanese.789Y Childrens Plus, Inc.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Arina Tanemura (種村, 有菜, たねむら ありな)</td></tr><tr><td><strong>Publisher</strong></td><td>Viz Media</td></tr><tr><td><strong>Published</strong></td><td>2016</td></tr><tr><td><strong>Pages</strong></td><td>150</td></tr><tr><td><strong>Format</strong></td><td>Soft Cover</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781421582573</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781421582573' target='_blank'>Open Library</a></td></tr></table>",Viz Media,Media > Books,Books,"English, Soft Cover, Arina Tanemura (種村, 有菜, たねむら ありな), Young women, Graphic novels, Ageism, Comic books, strips, Women rock musicians, Comics & graphic novels, manga, general",TRUE,Title,Default Title,9781421582573,shopify,2,deny,manual,899,,TRUE,FALSE,9781421582573,https://covers.openlibrary.org/b/isbn/9781421582573-L.jpg,1,Idol dreams,active
the-stupidity-paradox-the-power-and-pitfalls-of-functional-stupidity-at-work-9781781255414,The stupidity paradox: the power and pitfalls of functional stupidity at work,"<p>Includes bibliographical references (pages 241-263) and index.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Mats Alvesson</td></tr><tr><td><strong>Publisher</strong></td><td>Profile Books</td></tr><tr><td><strong>Published</strong></td><td>2016</td></tr><tr><td><strong>Pages</strong></td><td>276</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781781255414</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781781255414' target='_blank'>Open Library</a></td></tr></table>",Profile Books,Media > Books,Books,"English, Paper Back, Mats Alvesson, Organizational behavior, Critical thinking, Knowledge management, Organizational learning, Organizational effectiveness, Decision making, Success in business",TRUE,Title,Default Title,9781781255414,shopify,1,deny,manual,715,,TRUE,FALSE,9781781255414,https://covers.openlibrary.org/b/id/14377004-L.jpg,1,The stupidity paradox: the power and pitfalls of functional stupidity at work,active
the-complete-guide-to-self-publishing-co-9780804137805,The Complete Guide to Self-Publishing Co,"<table><tr><td><strong>Author(s)</strong></td><td>LOVE, COMFORT</td></tr><tr><td><strong>Publisher</strong></td><td>RH USA</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780804137805</td></tr></table>",RH USA,Media > Books,Books,"English, Paper Back, LOVE, COMFORT",TRUE,Title,Default Title,9780804137805,shopify,1,deny,manual,1899,,TRUE,FALSE,9780804137805,https://covers.openlibrary.org/b/isbn/9780804137805-L.jpg,1,The Complete Guide to Self-Publishing Co,active
generation-one-lead-title-9781405934220,Generation One (Lead Title),"<table><tr><td><strong>Author(s)</strong></td><td>Lore, Pittacus</td></tr><tr><td><strong>Publisher</strong></td><td>PENGUIN</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781405934220</td></tr></table>",PENGUIN,Media > Books,Books,"English, Paper Back, Lore, Pittacus",TRUE,Title,Default Title,9781405934220,shopify,1,deny,manual,799,,TRUE,FALSE,9781405934220,https://covers.openlibrary.org/b/isbn/9781405934220-L.jpg,1,Generation One (Lead Title),active
trump-the-greatest-show-on-earth-the-deals-the-downfall-the-reinvention-9781682450796,"Trump: the greatest show on earth, the deals, the downfall, the reinvention","<p>""With a new introduction""--Cover.""Originally published as Trump: the Deals and the Downfall by HarperCollins, 1992.Includes index.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Wayne Barrett</td></tr><tr><td><strong>Publisher</strong></td><td>Simon & Schuster Ltd</td></tr><tr><td><strong>Published</strong></td><td>2016</td></tr><tr><td><strong>Pages</strong></td><td>476</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781682450796</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781682450796' target='_blank'>Open Library</a></td></tr></table>",Simon & Schuster Ltd,Media > Books,Books,"English, Paper Back, Wayne Barrett, Businesspeople, Biography, Trump, donald, 1946-, Presidential candidates, Businesspeople, biography",TRUE,Title,Default Title,9781682450796,shopify,1,deny,manual,899,,TRUE,FALSE,9781682450796,https://covers.openlibrary.org/b/id/12944792-L.jpg,1,"Trump: the greatest show on earth, the deals, the downfall, the reinvention",active
megachange-the-world-in-2050-9781846685859,Megachange: the world in 2050,"<p>Includes index.""The Economist in association with Profile Books Ltd.""--T.p. verso.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Daniel Franklin, Andrews, John</td></tr><tr><td><strong>Publisher</strong></td><td>Profile</td></tr><tr><td><strong>Published</strong></td><td>2012</td></tr><tr><td><strong>Pages</strong></td><td>304</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781846685859</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781846685859' target='_blank'>Open Library</a></td></tr></table>",Profile,Media > Books,Books,"English, Paper Back, Daniel Franklin, Andrews, John, Twenty-first century, Economic forecasting, Forecasts",TRUE,Title,Default Title,9781846685859,shopify,1,deny,manual,1115,,TRUE,FALSE,9781846685859,https://covers.openlibrary.org/b/isbn/9781846685859-L.jpg,1,Megachange: the world in 2050,active
crucible-9780062946744,CRUCIBLE,<table><tr><td><strong>Author(s)</strong></td><td>ROLLINS JAMES</td></tr><tr><td><strong>Publisher</strong></td><td>William Morrow</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780062946744</td></tr></table>,William Morrow,Media > Books,Books,"English, Paper Back, ROLLINS JAMES",TRUE,Title,Default Title,9780062946744,shopify,3,deny,manual,550,,TRUE,FALSE,9780062946744,https://covers.openlibrary.org/b/isbn/9780062946744-L.jpg,1,CRUCIBLE,active
